,user_id,gender,income_level,age
15976,1503238554007,Male,Medium,45 - 54
15977,1503238554037,Female,Low,18 - 24
15980,1503238554045,Male,High,18 - 24
15982,1503238554067,Male,Medium,35 - 44
15983,1503238554091,Female,Medium,18 - 24
15985,1503238554110,Female,Low,25 - 34
15987,1503238554138,Female,Medium,< 18
15988,1503238554147,Male,Low,25 - 34
15994,1511828488225,Male,Medium,25 - 34
15999,1511828488248,Male,High,35 - 44
16003,1511828488266,Female,Medium,18 - 24
16005,1511828488270,Female,Low,35 - 44
16006,1511828488273,Female,Low,25 - 34
16007,1511828488274,Female,Low,< 18
16008,1511828488278,Female,Medium,25 - 34
16009,1511828488279,Female,Low,25 - 34
16012,1511828488298,Male,Medium,25 - 34
16015,1511828488311,Female,High,25 - 34
16017,1511828488313,Female,Low,18 - 24
16020,1511828488318,Male,Low,18 - 24
16022,1511828488322,Female,Low,25 - 34
16024,1511828488325,Female,Medium,18 - 24
16025,1511828488327,Female,Medium,25 - 34
16026,1511828488329,Male,Low,18 - 24
16027,1511828488331,Female,Low,18 - 24
16028,1511828488332,Male,Medium,25 - 34
16030,1511828488342,Female,High,35 - 44
16032,1511828488347,Female,Low,< 18
16033,1511828488349,Female,Medium,18 - 24
16034,1511828488350,Female,Medium,35 - 44
16038,1511828488362,Female,Low,35 - 44
16039,1511828488365,Female,Low,25 - 34
16040,1511828488376,Female,High,25 - 34
16041,1511828488402,Male,Medium,25 - 34
16042,1511828488404,Female,Low,25 - 34
16043,1511828488408,Female,Low,< 18
16044,1511828488409,Female,High,25 - 34
16045,1511828488434,Male,Low,25 - 34
16048,1511828488534,Male,Medium,25 - 34
16050,1511828488555,Female,Medium,18 - 24
16051,1511828488577,Male,Medium,25 - 34
16055,1511828488608,Female,Low,18 - 24
16056,1511828488643,Female,Low,< 18
16057,1511828488656,Male,Low,25 - 34
16058,1511828488667,Female,Medium,35 - 44
16060,1511828488709,Male,Low,18 - 24
16066,1520418422821,Female,Medium,< 18
16068,1520418422826,Female,Low,25 - 34
16072,1520418422835,Male,High,25 - 34
16076,1520418422860,Male,High,25 - 34
16079,1520418422876,Male,High,35 - 44
16080,1520418422880,Male,Medium,18 - 24
16081,1520418422881,Male,Medium,25 - 34
16083,1520418422884,Female,Low,25 - 34
16084,1520418422886,Female,Medium,25 - 34
16087,1520418422898,Female,Low,25 - 34
16088,1520418422901,Male,Low,35 - 44
16089,1520418422902,Male,High,25 - 34
16090,1520418422903,Female,Low,18 - 24
16091,1520418422904,Female,Low,25 - 34
16093,1520418422909,Male,Medium,25 - 34
16094,1520418422910,Female,Medium,25 - 34
16095,1520418422912,Female,Low,25 - 34
16097,1520418422922,Male,Medium,25 - 34
16098,1520418422924,Female,Medium,45 - 54
16099,1520418422933,Female,Low,25 - 34
16101,1520418422935,Male,High,18 - 24
16105,1520418422941,Male,Low,< 18
16110,1520418422955,Male,Low,25 - 34
16112,1520418422963,Female,Low,25 - 34
16113,1520418422965,Female,Medium,25 - 34
16114,1520418422967,Male,Low,25 - 34
16116,1520418422974,Female,Low,18 - 24
16117,1520418422983,Male,Medium,18 - 24
16118,1520418422984,Female,Medium,< 18
16119,1520418423010,Female,Medium,25 - 34
16121,1520418423060,Male,Low,25 - 34
16122,1520418423080,Male,Low,25 - 34
16123,1520418423081,Female,Low,25 - 34
16125,1520418423174,Female,Low,25 - 34
16126,1520418423183,Female,High,25 - 34
16127,1520418423245,Male,Low,25 - 34
16128,1520418423247,Male,Medium,25 - 34
16129,1520418423270,Male,Medium,45 - 54
16130,1520418423280,Male,Low,35 - 44
16131,1520418423290,Male,High,18 - 24
16132,1520418423304,Female,Medium,< 18
16133,1520418423341,Male,High,< 18
16134,1520418423344,Male,Low,25 - 34
16135,1520418423346,Male,Medium,18 - 24
16137,1529008357411,Female,High,< 18
16139,1529008357416,Female,High,18 - 24
16140,1529008357417,Male,High,18 - 24
16143,1529008357424,Female,Low,18 - 24
16146,1529008357436,Male,High,18 - 24
16149,1529008357463,Male,Medium,25 - 34
16150,1529008357465,Female,Low,25 - 34
16151,1529008357466,Male,Medium,18 - 24
16154,1529008357471,Male,Medium,25 - 34
16156,1529008357475,Male,Medium,18 - 24
16158,1529008357478,Female,Low,18 - 24
16159,1529008357481,Female,High,35 - 44
16160,1529008357483,Female,Low,18 - 24
16162,1529008357486,Female,Medium,18 - 24
16164,1529008357488,Female,Medium,25 - 34
16165,1529008357496,Female,Medium,25 - 34
16166,1529008357499,Male,Low,25 - 34
16170,1529008357511,Male,Medium,35 - 44
16171,1529008357514,Female,Low,25 - 34
16173,1529008357524,Female,Medium,18 - 24
16174,1529008357526,Male,Medium,25 - 34
16178,1529008357532,Female,Low,25 - 34
16179,1529008357535,Male,Medium,25 - 34
16180,1529008357537,Female,Medium,25 - 34
16181,1529008357548,Female,Low,18 - 24
16187,1529008357561,Female,Low,< 18
16189,1529008357592,Male,Medium,25 - 34
16191,1529008357603,Female,Medium,25 - 34
16192,1529008357606,Male,Low,25 - 34
16193,1529008357618,Female,High,25 - 34
16194,1529008357619,Female,Medium,< 18
16196,1529008357653,Male,Low,18 - 24
16197,1529008357657,Male,Medium,25 - 34
16198,1529008357680,Female,High,18 - 24
16199,1529008357685,Female,Medium,18 - 24
16200,1529008357693,Female,Low,25 - 34
16201,1529008357744,Female,Medium,25 - 34
16203,1529008357777,Female,Low,18 - 24
16205,1529008357792,Male,Low,18 - 24
16208,1529008357830,Male,High,18 - 24
16209,1529008357851,Female,Medium,< 18
16213,1529008357939,Female,Low,< 18
16220,1537598292009,Female,Medium,35 - 44
16222,1537598292017,Male,Low,55+
16232,1537598292046,Male,Low,25 - 34
16235,1537598292051,Male,High,25 - 34
16237,1537598292055,Male,High,25 - 34
16239,1537598292059,Male,Low,25 - 34
16240,1537598292060,Female,Medium,25 - 34
16243,1537598292063,Female,Low,18 - 24
16244,1537598292068,Male,Medium,18 - 24
16245,1537598292074,Female,Low,25 - 34
16246,1537598292078,Male,Low,25 - 34
16248,1537598292081,Female,Medium,35 - 44
16249,1537598292094,Male,Medium,25 - 34
16250,1537598292096,Female,Low,18 - 24
16252,1537598292099,Male,Low,25 - 34
16254,1537598292112,Female,Medium,18 - 24
16258,1537598292126,Male,High,25 - 34
16260,1537598292129,Female,Medium,18 - 24
16262,1537598292135,Male,Medium,25 - 34
16263,1537598292139,Male,Low,25 - 34
16264,1537598292142,Male,Medium,25 - 34
16265,1537598292145,Male,Low,25 - 34
16266,1537598292150,Female,Low,< 18
16268,1537598292156,Male,High,25 - 34
16269,1537598292158,Female,Low,18 - 24
16270,1537598292163,Female,Medium,< 18
16271,1537598292171,Female,Medium,25 - 34
16272,1537598292181,Female,Low,18 - 24
16273,1537598292184,Female,Low,< 18
16274,1537598292190,Male,Low,25 - 34
16275,1537598292200,Male,Medium,25 - 34
16276,1537598292215,Female,High,< 18
16277,1537598292223,Male,Medium,25 - 34
16278,1537598292247,Male,Low,25 - 34
16279,1537598292249,Female,Low,25 - 34
16280,1537598292258,Male,High,25 - 34
16281,1537598292261,Female,Low,18 - 24
16282,1537598292265,Male,Low,18 - 24
16283,1537598292278,Male,High,35 - 44
16284,1537598292343,Male,Medium,18 - 24
16286,1537598292355,Female,Low,< 18
16287,1537598292369,Female,Medium,25 - 34
16289,1537598292372,Female,Medium,< 18
16290,1537598292374,Female,Medium,18 - 24
16292,1537598292394,Female,Low,18 - 24
16293,1537598292438,Male,Low,25 - 34
16294,1537598292470,Female,Low,18 - 24
16295,1537598292486,Male,Low,35 - 44
16296,1537598292493,Female,Medium,18 - 24
16298,1537598292518,Male,Low,25 - 34
16299,1537598292525,Male,Low,25 - 34
16304,1546188226595,Male,Low,18 - 24
16308,1546188226609,Female,Medium,25 - 34
16309,1546188226610,Female,Medium,< 18
16314,1546188226626,Male,Medium,25 - 34
16315,1546188226636,Male,Low,25 - 34
16316,1546188226637,Male,Medium,25 - 34
16319,1546188226640,Female,Medium,25 - 34
16320,1546188226641,Male,Low,18 - 24
16323,1546188226648,Male,Medium,< 18
16324,1546188226655,Male,Medium,18 - 24
16325,1546188226656,Male,Low,35 - 44
16329,1546188226667,Female,Low,25 - 34
16331,1546188226671,Female,High,25 - 34
16335,1546188226676,Female,Medium,25 - 34
16337,1546188226685,Female,Low,< 18
16339,1546188226687,Female,Medium,35 - 44
16342,1546188226703,Female,Low,35 - 44
16343,1546188226709,Female,Low,< 18
16346,1546188226712,Male,Medium,25 - 34
16350,1546188226724,Female,High,25 - 34
16351,1546188226725,Female,Medium,35 - 44
16352,1546188226727,Female,Low,25 - 34
16354,1546188226729,Male,High,35 - 44
16355,1546188226731,Female,Low,18 - 24
16357,1546188226748,Male,Medium,25 - 34
16358,1546188226749,Female,Medium,35 - 44
16360,1546188226758,Male,Medium,18 - 24
16361,1546188226794,Male,Low,18 - 24
16363,1546188226827,Female,Low,25 - 34
16364,1546188226835,Female,Medium,25 - 34
16365,1546188226843,Female,Medium,25 - 34
16366,1546188226853,Female,High,25 - 34
16367,1546188226861,Female,Low,18 - 24
16368,1546188226869,Female,Low,25 - 34
16369,1546188226876,Female,Low,18 - 24
16370,1546188226880,Male,Medium,< 18
16371,1546188226884,Female,Low,< 18
16372,1546188226935,Male,Low,25 - 34
16374,1546188226961,Female,Low,25 - 34
16375,1546188226965,Female,Medium,18 - 24
16376,1546188226973,Female,Low,18 - 24
16377,1546188226977,Female,Medium,< 18
16378,1546188226980,Female,Low,25 - 34
16379,1546188226982,Female,Low,18 - 24
16380,1546188226988,Female,Medium,18 - 24
16381,1546188226989,Male,Low,18 - 24
16382,1546188227004,Male,Low,18 - 24
16383,1546188227026,Male,High,25 - 34
16385,1546188227049,Male,Medium,35 - 44
16386,1546188227050,Female,Medium,< 18
16387,1546188227058,Female,Medium,55+
16389,1546188227065,Female,High,25 - 34
16390,1546188227068,Female,Low,18 - 24
16391,1546188227084,Male,High,25 - 34
16398,1554778161209,Female,Medium,25 - 34
16403,1554778161231,Male,Low,< 18
16405,1554778161234,Female,Medium,25 - 34
16406,1554778161238,Female,Medium,25 - 34
16407,1554778161241,Female,Medium,< 18
16410,1554778161248,Female,Medium,25 - 34
16411,1554778161250,Female,High,< 18
16412,1554778161253,Male,Low,25 - 34
16414,1554778161257,Female,Low,18 - 24
16415,1554778161258,Female,Low,25 - 34
16416,1554778161260,Female,Low,45 - 54
16417,1554778161261,Male,Low,35 - 44
16420,1554778161271,Male,Low,25 - 34
16421,1554778161276,Female,Low,25 - 34
16422,1554778161277,Female,Medium,18 - 24
16423,1554778161279,Female,High,25 - 34
16425,1554778161282,Female,Low,18 - 24
16427,1554778161291,Male,Low,35 - 44
16428,1554778161292,Female,Low,25 - 34
16429,1554778161293,Male,Low,25 - 34
16430,1554778161294,Male,Medium,18 - 24
16431,1554778161296,Male,Medium,25 - 34
16432,1554778161311,Male,Low,18 - 24
16433,1554778161315,Female,High,18 - 24
16434,1554778161319,Male,High,25 - 34
16436,1554778161321,Male,Low,25 - 34
16437,1554778161342,Male,Medium,25 - 34
16438,1554778161356,Female,Low,35 - 44
16439,1554778161379,Male,Low,18 - 24
16440,1554778161390,Female,High,25 - 34
16442,1554778161403,Female,Low,25 - 34
16443,1554778161426,Male,Low,< 18
16446,1554778161446,Female,Medium,25 - 34
16447,1554778161447,Male,Low,35 - 44
16448,1554778161473,Male,Low,25 - 34
16449,1554778161475,Male,Low,25 - 34
16450,1554778161488,Female,Medium,35 - 44
16451,1554778161507,Male,Low,25 - 34
16452,1554778161519,Female,Medium,25 - 34
16453,1554778161524,Female,Low,18 - 24
16455,1554778161550,Male,Medium,25 - 34
16456,1554778161561,Male,Medium,18 - 24
16457,1554778161583,Female,Medium,18 - 24
16458,1554778161599,Male,Medium,25 - 34
16460,1554778161630,Male,Low,35 - 44
16461,1554778161641,Female,Medium,< 18
16462,1563368095785,Female,Medium,25 - 34
16466,1563368095811,Male,High,18 - 24
16469,1563368095827,Male,Medium,25 - 34
16470,1563368095829,Female,Medium,18 - 24
16471,1563368095831,Female,Low,18 - 24
16472,1563368095832,Male,Low,25 - 34
16474,1563368095836,Male,Medium,35 - 44
16475,1563368095838,Female,Low,18 - 24
16480,1563368095845,Male,Low,25 - 34
16482,1563368095851,Female,Medium,25 - 34
16483,1563368095852,Female,Low,25 - 34
16484,1563368095854,Male,Low,25 - 34
16485,1563368095858,Female,Medium,25 - 34
16486,1563368095862,Female,High,25 - 34
16487,1563368095863,Male,Medium,25 - 34
16488,1563368095866,Female,Low,18 - 24
16492,1563368095887,Male,Medium,25 - 34
16493,1563368095888,Female,Low,25 - 34
16494,1563368095892,Female,Medium,25 - 34
16496,1563368095898,Female,Medium,25 - 34
16497,1563368095901,Male,Low,25 - 34
16498,1563368095903,Female,Low,< 18
16500,1563368095917,Male,Low,25 - 34
16501,1563368095919,Male,Medium,25 - 34
16503,1563368095922,Male,High,18 - 24
16504,1563368095923,Male,Low,25 - 34
16508,1563368095936,Female,Low,25 - 34
16509,1563368095937,Female,Medium,25 - 34
16510,1563368095939,Female,Medium,18 - 24
16511,1563368095941,Male,Low,18 - 24
16512,1563368095944,Female,Low,< 18
16515,1563368095991,Female,Medium,25 - 34
16516,1563368095992,Female,High,< 18
16518,1563368095994,Male,Low,25 - 34
16519,1563368095995,Male,Low,< 18
16521,1563368096016,Male,Medium,35 - 44
16522,1563368096018,Female,Low,35 - 44
16524,1563368096080,Female,Medium,18 - 24
16525,1563368096108,Male,Low,25 - 34
16526,1563368096122,Female,High,18 - 24
16527,1563368096124,Male,Low,45 - 54
16528,1563368096128,Male,Low,18 - 24
16529,1563368096129,Male,Medium,25 - 34
16530,1563368096147,Female,Low,25 - 34
16531,1563368096154,Female,High,35 - 44
16532,1563368096158,Male,Low,18 - 24
16533,1563368096164,Male,Low,< 18
16535,1563368096173,Female,Medium,18 - 24
16536,1563368096177,Female,Medium,25 - 34
16538,1563368096188,Female,Low,35 - 44
16539,1563368096205,Female,Low,25 - 34
16540,1563368096229,Female,Medium,18 - 24
16541,1563368096237,Male,Low,18 - 24
16543,1563368096247,Female,Low,18 - 24
16544,1571958030358,Male,Medium,25 - 34
16554,1571958030386,Male,Medium,25 - 34
16555,1571958030393,Female,Medium,< 18
16561,1571958030409,Female,Low,35 - 44
16562,1571958030411,Male,Medium,35 - 44
16565,1571958030416,Female,Low,25 - 34
16567,1571958030419,Female,Medium,18 - 24
16568,1571958030420,Male,Low,35 - 44
16569,1571958030421,Female,Medium,< 18
16570,1571958030423,Male,High,25 - 34
16571,1571958030424,Female,Medium,25 - 34
16573,1571958030428,Male,Medium,35 - 44
16574,1571958030429,Female,Medium,18 - 24
16575,1571958030430,Female,Low,25 - 34
16576,1571958030431,Female,Low,< 18
16578,1571958030435,Male,Medium,25 - 34
16579,1571958030437,Female,Medium,25 - 34
16581,1571958030444,Female,Low,< 18
16582,1571958030447,Male,Low,25 - 34
16583,1571958030448,Male,Medium,25 - 34
16585,1571958030450,Male,Medium,18 - 24
16586,1571958030451,Male,Medium,25 - 34
16587,1571958030452,Male,Medium,18 - 24
16588,1571958030453,Female,Low,25 - 34
16591,1571958030465,Female,High,25 - 34
16596,1571958030474,Female,High,25 - 34
16597,1571958030475,Male,Low,25 - 34
16600,1571958030485,Female,Low,25 - 34
16602,1571958030487,Female,Low,25 - 34
16605,1571958030494,Female,Medium,18 - 24
16606,1571958030499,Female,Medium,18 - 24
16607,1571958030505,Female,Low,25 - 34
16609,1571958030507,Female,Medium,18 - 24
16611,1571958030514,Female,Medium,25 - 34
16612,1571958030521,Female,Low,18 - 24
16613,1571958030531,Male,Medium,< 18
16614,1571958030532,Male,Medium,25 - 34
16615,1571958030535,Male,High,25 - 34
16616,1571958030543,Female,Low,25 - 34
16617,1571958030544,Female,Medium,25 - 34
16618,1571958030553,Male,Low,< 18
16619,1571958030560,Female,Medium,18 - 24
16620,1571958030573,Female,Medium,18 - 24
16621,1571958030592,Male,Low,25 - 34
16622,1571958030649,Male,Medium,25 - 34
16623,1571958030653,Male,Medium,25 - 34
16624,1571958030670,Female,High,18 - 24
16625,1571958030682,Female,Medium,35 - 44
16626,1571958030686,Male,Low,18 - 24
16627,1571958030689,Female,Low,< 18
16629,1571958030724,Female,Low,18 - 24
16630,1571958030762,Female,Low,25 - 34
16631,1571958030772,Male,Low,18 - 24
16632,1571958030783,Female,Low,18 - 24
16633,1571958030801,Female,Low,< 18
16634,1571958030820,Male,Low,25 - 34
16635,1571958030850,Male,Medium,18 - 24
16636,1571958030856,Male,Low,18 - 24
16638,1580547964967,Female,Low,18 - 24
16639,1580547964972,Male,Medium,25 - 34
16640,1580547964973,Male,Medium,35 - 44
16647,1580547965004,Male,Medium,35 - 44
16648,1580547965006,Female,Low,25 - 34
16649,1580547965008,Male,Medium,25 - 34
16651,1580547965012,Female,Low,< 18
16652,1580547965013,Male,Medium,< 18
16653,1580547965014,Female,Medium,35 - 44
16656,1580547965017,Female,Medium,< 18
16657,1580547965020,Male,Medium,< 18
16659,1580547965025,Male,High,25 - 34
16661,1580547965033,Female,Medium,25 - 34
16662,1580547965034,Female,Low,25 - 34
16663,1580547965035,Male,Medium,25 - 34
16664,1580547965036,Female,Medium,25 - 34
16668,1580547965044,Female,Low,25 - 34
16669,1580547965046,Male,Low,35 - 44
16671,1580547965054,Female,Medium,25 - 34
16675,1580547965064,Male,Medium,25 - 34
16678,1580547965072,Female,Medium,< 18
16681,1580547965084,Male,Low,25 - 34
16683,1580547965091,Male,High,25 - 34
16684,1580547965092,Female,Low,18 - 24
16685,1580547965096,Male,High,25 - 34
16686,1580547965104,Male,Medium,25 - 34
16687,1580547965113,Female,Medium,18 - 24
16688,1580547965114,Male,High,35 - 44
16689,1580547965115,Female,Medium,< 18
16692,1580547965128,Female,Medium,18 - 24
16693,1580547965140,Male,Medium,35 - 44
16694,1580547965141,Male,Medium,25 - 34
16697,1580547965167,Female,Low,25 - 34
16698,1580547965175,Female,Low,18 - 24
16699,1580547965195,Female,Medium,< 18
16700,1580547965202,Male,Low,25 - 34
16701,1580547965214,Female,Low,25 - 34
16702,1580547965218,Female,Medium,18 - 24
16704,1580547965261,Female,Low,18 - 24
16705,1580547965324,Male,Low,< 18
16706,1580547965329,Female,Medium,25 - 34
16710,1580547965367,Male,High,25 - 34
16711,1580547965372,Female,Medium,18 - 24
16712,1580547965380,Female,Low,18 - 24
16713,1580547965386,Male,Low,18 - 24
16714,1580547965400,Male,Medium,18 - 24
16715,1580547965452,Female,Low,25 - 34
16716,1580547965456,Female,High,25 - 34
16717,1580547965465,Female,Medium,25 - 34
16718,1580547965467,Female,Low,18 - 24
16720,1580547965495,Female,Low,18 - 24
16721,1589137899551,Female,Medium,< 18
16722,1589137899558,Female,Low,18 - 24
16723,1589137899560,Female,Low,25 - 34
16732,1589137899598,Female,Low,< 18
16733,1589137899601,Male,Medium,25 - 34
16735,1589137899603,Female,Low,< 18
16736,1589137899604,Female,Medium,18 - 24
16737,1589137899605,Male,Low,< 18
16739,1589137899609,Female,Low,25 - 34
16740,1589137899611,Male,High,< 18
16741,1589137899612,Male,High,25 - 34
16742,1589137899613,Female,Low,25 - 34
16743,1589137899614,Female,Medium,25 - 34
16744,1589137899616,Male,Medium,25 - 34
16745,1589137899617,Female,Medium,18 - 24
16746,1589137899621,Female,Medium,< 18
16748,1589137899624,Female,Medium,< 18
16749,1589137899626,Female,Low,25 - 34
16750,1589137899627,Male,Medium,25 - 34
16751,1589137899628,Female,Medium,25 - 34
16753,1589137899631,Female,Medium,25 - 34
16754,1589137899637,Male,Medium,25 - 34
16757,1589137899642,Female,Low,25 - 34
16760,1589137899651,Male,Medium,25 - 34
16761,1589137899652,Female,Medium,25 - 34
16764,1589137899662,Female,Medium,18 - 24
16765,1589137899666,Female,High,18 - 24
16766,1589137899668,Female,Low,25 - 34
16768,1589137899674,Female,High,18 - 24
16770,1589137899677,Female,High,25 - 34
16771,1589137899685,Female,Medium,45 - 54
16772,1589137899701,Female,Medium,25 - 34
16773,1589137899708,Male,Medium,25 - 34
16775,1589137899710,Female,Medium,18 - 24
16776,1589137899719,Female,Medium,25 - 34
16778,1589137899724,Male,Medium,25 - 34
16780,1589137899729,Male,High,25 - 34
16781,1589137899739,Female,Low,18 - 24
16782,1589137899742,Female,Low,25 - 34
16783,1589137899743,Male,Low,25 - 34
16784,1589137899749,Female,High,< 18
16785,1589137899755,Male,Low,25 - 34
16786,1589137899761,Male,Medium,18 - 24
16787,1589137899762,Male,Low,35 - 44
16788,1589137899774,Male,Low,35 - 44
16789,1589137899781,Female,Low,25 - 34
16790,1589137899782,Female,Low,25 - 34
16791,1589137899802,Male,Low,35 - 44
16792,1589137899805,Female,Medium,25 - 34
16793,1589137899820,Female,Low,18 - 24
16795,1589137899833,Female,Low,18 - 24
16797,1589137899881,Female,High,18 - 24
16798,1589137899905,Male,Low,35 - 44
16799,1589137899906,Male,Low,35 - 44
16800,1589137899948,Female,Medium,25 - 34
16801,1589137899950,Male,Low,25 - 34
16802,1589137899959,Female,Low,18 - 24
16803,1589137899971,Female,Low,18 - 24
16804,1589137899991,Female,Medium,< 18
16805,1589137899994,Female,Low,25 - 34
16806,1589137900001,Male,Medium,18 - 24
16808,1589137900004,Female,Low,< 18
16809,1589137900007,Male,Low,25 - 34
16810,1589137900037,Male,Low,35 - 44
16814,1597727834155,Male,Medium,25 - 34
16817,1597727834164,Female,Low,25 - 34
16819,1597727834168,Male,Low,35 - 44
16820,1597727834169,Male,Medium,25 - 34
16822,1597727834180,Female,Medium,18 - 24
16826,1597727834192,Male,Low,25 - 34
16827,1597727834193,Male,Medium,< 18
16828,1597727834194,Female,Low,25 - 34
16831,1597727834198,Female,Medium,35 - 44
16832,1597727834199,Female,Medium,25 - 34
16833,1597727834201,Male,Medium,25 - 34
16834,1597727834202,Male,Low,25 - 34
16835,1597727834205,Male,High,18 - 24
16837,1597727834207,Male,Low,< 18
16839,1597727834216,Male,High,25 - 34
16843,1597727834233,Male,Medium,25 - 34
16844,1597727834237,Male,Low,25 - 34
16845,1597727834238,Male,Low,25 - 34
16846,1597727834241,Female,Low,35 - 44
16848,1597727834246,Female,Low,25 - 34
16850,1597727834251,Male,Low,18 - 24
16851,1597727834252,Male,Medium,25 - 34
16854,1597727834258,Male,High,25 - 34
16855,1597727834263,Male,Medium,25 - 34
16858,1597727834273,Male,Low,< 18
16861,1597727834277,Female,Low,25 - 34
16862,1597727834278,Female,Low,25 - 34
16865,1597727834290,Female,Medium,25 - 34
16867,1597727834292,Female,Medium,25 - 34
16868,1597727834294,Male,Medium,25 - 34
16869,1597727834295,Male,Medium,25 - 34
16871,1597727834300,Female,Low,35 - 44
16874,1597727834310,Female,Medium,18 - 24
16876,1597727834318,Male,High,25 - 34
16877,1597727834321,Male,Low,18 - 24
16878,1597727834322,Female,Low,< 18
16879,1597727834328,Male,High,25 - 34
16880,1597727834329,Female,Low,< 18
16882,1597727834345,Male,High,25 - 34
16883,1597727834349,Female,High,25 - 34
16884,1597727834359,Female,Low,25 - 34
16885,1597727834371,Female,Low,< 18
16886,1597727834378,Male,Medium,25 - 34
16887,1597727834385,Female,Low,18 - 24
16888,1597727834395,Female,Low,25 - 34
16889,1597727834401,Male,Low,18 - 24
16890,1597727834408,Female,High,25 - 34
16891,1597727834411,Male,Medium,25 - 34
16892,1597727834431,Male,High,< 18
16893,1597727834437,Male,Medium,35 - 44
16894,1597727834448,Female,Low,< 18
16895,1597727834449,Female,Low,< 18
16896,1597727834456,Female,Low,25 - 34
16897,1597727834496,Female,Medium,18 - 24
16901,1597727834546,Male,Low,< 18
16902,1597727834548,Male,Medium,25 - 34
16903,1597727834549,Female,Medium,18 - 24
16904,1597727834557,Female,Low,18 - 24
16907,1597727834639,Female,Low,< 18
16908,1597727834654,Female,Medium,18 - 24
16913,1606317768740,Female,Medium,25 - 34
16917,1606317768750,Female,Low,25 - 34
16921,1606317768772,Male,Medium,25 - 34
16923,1606317768777,Male,Medium,25 - 34
16925,1606317768785,Male,Low,25 - 34
16927,1606317768787,Male,Low,25 - 34
16928,1606317768789,Female,Medium,25 - 34
16929,1606317768790,Female,High,25 - 34
16932,1606317768802,Female,Medium,25 - 34
16933,1606317768804,Male,High,35 - 44
16935,1606317768811,Female,Low,< 18
16936,1606317768812,Male,Medium,25 - 34
16937,1606317768818,Male,Medium,25 - 34
16938,1606317768822,Male,Low,35 - 44
16939,1606317768825,Female,Low,25 - 34
16940,1606317768827,Male,Low,25 - 34
16941,1606317768828,Male,High,25 - 34
16942,1606317768832,Male,Low,18 - 24
16945,1606317768840,Female,Medium,25 - 34
16946,1606317768842,Female,Low,35 - 44
16947,1606317768843,Female,High,25 - 34
16948,1606317768844,Female,Low,25 - 34
16949,1606317768847,Female,Low,18 - 24
16950,1606317768848,Male,Low,25 - 34
16953,1606317768855,Male,Medium,< 18
16954,1606317768856,Male,Medium,< 18
16955,1606317768860,Female,Low,< 18
16956,1606317768861,Female,Medium,< 18
16958,1606317768864,Female,Low,25 - 34
16960,1606317768869,Male,Medium,18 - 24
16962,1606317768874,Male,Low,25 - 34
16964,1606317768877,Female,Low,18 - 24
16965,1606317768883,Male,Low,25 - 34
16966,1606317768887,Female,Low,25 - 34
16967,1606317768889,Male,Low,18 - 24
16970,1606317768920,Male,Low,25 - 34
16973,1606317768945,Male,High,25 - 34
16974,1606317768946,Male,Medium,25 - 34
16975,1606317768948,Female,Low,25 - 34
16976,1606317768964,Female,Low,18 - 24
16977,1606317768967,Male,Low,25 - 34
16978,1606317768968,Male,Low,25 - 34
16980,1606317768985,Female,Medium,25 - 34
16981,1606317768992,Female,Medium,< 18
16982,1606317768995,Female,Low,18 - 24
16983,1606317768998,Female,Low,18 - 24
16984,1606317769007,Male,Low,25 - 34
16985,1606317769046,Female,Low,18 - 24
16986,1606317769064,Male,Low,18 - 24
16987,1606317769067,Female,High,18 - 24
16988,1606317769078,Male,High,18 - 24
16989,1606317769079,Male,Medium,18 - 24
16990,1606317769101,Female,Low,< 18
16991,1606317769107,Male,Medium,25 - 34
16992,1606317769113,Male,Low,18 - 24
16995,1606317769127,Male,Medium,18 - 24
16997,1606317769145,Male,Medium,25 - 34
16999,1606317769169,Male,Medium,25 - 34
17000,1606317769184,Female,Medium,25 - 34
17002,1606317769246,Male,Low,25 - 34
17003,1606317769248,Male,High,25 - 34
17013,1614907703349,Female,Medium,18 - 24
17015,1614907703361,Female,Medium,35 - 44
17016,1614907703364,Male,Medium,18 - 24
17017,1614907703365,Male,Medium,25 - 34
17018,1614907703366,Female,Medium,25 - 34
17019,1614907703367,Female,Low,25 - 34
17025,1614907703381,Female,Medium,< 18
17026,1614907703384,Male,Medium,18 - 24
17027,1614907703386,Female,Low,25 - 34
17028,1614907703387,Male,Low,18 - 24
17032,1614907703397,Female,Low,25 - 34
17034,1614907703402,Female,Low,25 - 34
17036,1614907703412,Female,Low,25 - 34
17038,1614907703426,Male,Low,25 - 34
17039,1614907703427,Male,Medium,55+
17040,1614907703428,Male,Low,25 - 34
17042,1614907703431,Male,High,18 - 24
17044,1614907703437,Male,Low,< 18
17045,1614907703438,Male,Medium,35 - 44
17046,1614907703441,Male,Low,25 - 34
17048,1614907703455,Female,High,25 - 34
17049,1614907703457,Female,Low,25 - 34
17050,1614907703458,Female,High,18 - 24
17054,1614907703476,Male,High,25 - 34
17055,1614907703484,Male,Medium,25 - 34
17056,1614907703492,Male,Low,25 - 34
17057,1614907703511,Female,Low,25 - 34
17058,1614907703519,Male,Low,25 - 34
17059,1614907703532,Female,Low,< 18
17060,1614907703540,Female,Low,55+
17061,1614907703560,Female,Low,18 - 24
17062,1614907703566,Female,Low,18 - 24
17063,1614907703570,Male,Low,18 - 24
17064,1614907703571,Male,Medium,25 - 34
17065,1614907703580,Male,Low,25 - 34
